Company,Product,Last Name,First Name,Telephone,Deal Status,Completion Date,Sales Code,Type of Contact,Call Attempt #1,Call Attempt #2,Call Attempt #3,Subscription Plan,Follow up,Type Of Contact,Last Name of Sales Rep,First Name of Sales Rep,Title of Sales Rep,Comments
NTT,Solo,Johnson,Laurie,9582698345,Follow Up,2002-07-22,NEW,Social Media,,,,6 Mo,,In Person,Alexander,Erin,,
Google,Solo,Brown,Ebony,5558736402,Interested,2014-04-01,NEW,Expo Event,2023-03-23,2023-02-19,,6 Mo,,Telephonic,Santiago,Carrie,,
HP,Enterprise,Pratt,Kevin,335-465-3921,No Deal,2012-06-24,ADD,Telephonic,,2023-06-26,,18 Mo,,Telephonic,Salazar,Michael,,
NTT Advanced Technology,Professional,Jones,Amy,481-422-1864,No Deal,2010-11-25,NEW,Expo Event,,,,18 Mo,,,Schmidt,Mandy,Associate,
Dell,Solo,Robinson,Tiffany,(738)503-9304,Follow Up,2008-07-28,,Email,2023-05-08,2023-02-19,2023-05-13,,,Telephonic,Turner,Christina,Closer,
NTT Data,Solo,Barnes,Paul,(443)994-7448,Closed,2004-05-26,ADD,Expo Event,,2023-05-12,2023-06-19,6 Mo,,,Rasmussen,Kathy,Associate,
HPE,Solo,Hill,Christopher,2348287226,Follow Up,2002-08-18,ADD,Telephonic,,2023-06-02,,,2023-01-31,,Cooper,Christopher,,
Adobe,Professional,English,Emily,8236455325,,2005-09-21,,In Person,,2023-02-17,,12 Mo,,Telephonic,Ortiz,Marie,Associate,
Cisco,Enterprise,Patel,Scott,8035415110,,2012-04-04,,Email,,2023-03-22,2023-03-10,,2023-06-20,In Person,James,Carmen,Associate,
NTT Communications,Enterprise,Burgess,Kelly,593-783-2155,,,NEW,Expo Event,,2023-01-12,,,,,Johnson,Erica,Closer,
IBM,Solo,Gonzalez,Scott,(998)780-3249,Follow Up,,UPG,In Person,2023-06-21,2023-01-07,2023-04-21,12 Mo,,Telephonic,Hall,Sara,Associate,
NTT TechnoCross,Professional,Henderson,John,3902248801,Closed,2009-02-17,NEW,,2023-03-28,,2023-06-28,6 Mo,2023-02-20,Telephonic,Jefferson,Bonnie,,
HPE,Professional,Price,Jennifer,838-215-9005,No Deal,,,,,2023-04-05,,12 Mo,,,Walton,Andrew,,
HP,Enterprise,Cooper,Jennifer,(529)933-3404,No Deal,2003-04-19,ADD,Telephonic,2023-04-18,2023-05-19,,1 Mo,,Telephonic,Petty,Nicole,Associate,
IBM,Enterprise,Nelson,Austin,(459)577-4476,,2002-08-11,RPT,In Person,,2023-04-10,2023-03-19,18 Mo,2023-06-27,,Brown,Jason,,
NTT,Enterprise,Myers,Jodi,7727745639,,,RPT,Expo Event,,2023-03-24,,12 Mo,2023-05-04,,Moreno,Michele,Closer,
Oracle,Solo,Little,April,926-377-9472,,2017-06-09,NEW,Email,,,,12 Mo,2023-01-19,,Ramirez,Ashley,Closer,
SAP,Enterprise,Kim,Kristina,479-939-2210,Closed,,NEW,Telephonic,,,2023-01-09,,,Telephonic,Wilson,Olivia,Closer,
NTT Communications,Professional,Hodges,Angela,773-724-5168,No Deal,,NEW,,,2023-06-12,2023-05-04,,,Telephonic,Hess,Brittany,Closer,
NTT Communications,Solo,Martinez,Andres,261-710-2741,Follow Up,,ADD,In Person,,2023-02-10,2023-05-13,1 Mo,,Telephonic,Johnson,Jennifer,Closer,
Intel,Solo,Wong,Amy,(609)512-7171,Closed,,ADD,,,,2023-05-11,12 Mo,,,Grant,Brittney,Manager,
Amazon,Enterprise,Bennett,Christina,(404)322-9370,Interested,2008-06-27,UPG,Telephonic,,,,6 Mo,,,Williams,Melissa,Closer,
NTT DATA Business Solutions,Professional,Snyder,Paula,(999)364-9546,Follow Up,,,Expo Event,,2023-04-30,,,2023-04-04,Telephonic,Arroyo,Justin,Manager,
NTT DOCOMO,Professional,Moore,Christian,838-235-0541,Closed,,ADD,In Person,,,,12 Mo,,,Hernandez,Julie,,
IBM,Enterprise,Day,Jason,951-885-7771,Follow Up,,NEW,Email,,,2023-05-30,6 Mo,2023-01-13,,Rivera,Kristen,Manager,
Amazon,Enterprise,Smith,Christian,9668806725,No Deal,2012-04-21,ADD,Email,,2023-04-03,2023-02-09,12 Mo,2023-01-25,Telephonic,Bass,Kathryn,Associate,
NTT Advanced Technology,Solo,Olson,Julie,(966)965-1686,Closed,,RPT,,,2023-01-06,,,,In Person,Rose,Manuel,Closer,
SAP,Enterprise,Greer,Benjamin,661-388-0910,Interested,,NEW,Social Media,,2023-02-19,,18 Mo,2023-01-02,,Hernandez,Deborah,Associate,
Microsoft,Enterprise,Fisher,Ryan,(643)298-1907,Follow Up,,NEW,Email,,,2023-06-27,6 Mo,,Telephonic,Martinez,Ashley,Manager,
HPE,Professional,Henderson,Alexandra,6044925688,Follow Up,,RPT,Telephonic,,2023-01-28,2023-04-25,6 Mo,2023-01-14,Telephonic,Stewart,Sarah,Closer,
NTT Communications,Enterprise,Brown,Anthony,(910)312-1135,Closed,2005-03-11,RPT,In Person,,2023-03-22,,18 Mo,,,Mueller,Brent,Manager,
NTT DOCOMO,Solo,Lawson,Phillip,382-734-9538,Interested,,NEW,Telephonic,,2023-04-12,2023-02-23,18 Mo,2023-05-13,Telephonic,Martinez,Adrian,,
Google,Professional,Browning,Nicholas,3482941100,Closed,2015-08-14,RPT,Email,,2023-05-02,2023-05-21,1 Mo,,,Brown,Holly,Associate,
Dell,Professional,Hurst,Lisa,591-213-3725,No Deal,2006-06-10,UPG,Email,,,2023-02-17,1 Mo,,Telephonic,Walker,Kevin,Closer,
Cisco,Enterprise,Suarez,John,827-602-2864,No Deal,,RPT,Social Media,,,2023-02-28,1 Mo,2023-04-19,,Romero,Krista,Closer,
Adobe,Enterprise,Anderson,Sarah,(368)240-5516,Follow Up,2018-11-14,,In Person,,,2023-03-11,1 Mo,2023-04-05,Telephonic,Waters,Megan,Manager,
NTT Urban Development,Professional,Cooper,Melanie,5453950534,Follow Up,,ADD,Telephonic,,,,1 Mo,2023-03-03,In Person,Mcdowell,Virginia,Associate,
NTT Advanced Technology,Enterprise,Griffin,Sara,(524)845-3836,,2006-01-24,UPG,Expo Event,,2023-04-05,,18 Mo,,,Richardson,Lori,Closer,
NTT Finance,Professional,Curtis,Peter,712-339-5334,,2007-04-21,RPT,Email,,2023-05-08,,1 Mo,2023-04-16,In Person,Miller,David,Closer,
Apple,Solo,Randall,Christopher,7509269386,Follow Up,,UPG,Email,,,2023-05-17,18 Mo,2023-05-07,,Smith,Cynthia,,
Huawei,Professional,Patel,Joyce,8604270761,Follow Up,2015-03-05,,Telephonic,,,2023-03-08,,,Telephonic,Bradshaw,Patricia,Associate,
SAP,Professional,Hebert,Franklin,(970)370-6485,Follow Up,2013-01-07,NEW,,2023-06-06,2023-03-20,,,,In Person,Lewis,Michael,Associate,
VMware,Solo,Olson,Michele,(882)921-5229,,,RPT,Expo Event,,2023-02-26,2023-04-25,12 Mo,2023-01-20,,Martinez,Tiffany,Manager,
Oracle,Professional,Ramirez,Alexander,782-508-7533,Follow Up,2017-04-12,UPG,,2023-05-31,2023-02-01,,6 Mo,,Telephonic,Webb,Cindy,Closer,
Microsoft,Professional,Rose,Emma,(247)586-0816,,,NEW,Email,,2023-03-02,2023-06-14,18 Mo,,,Mason,James,Associate,
HPE,Professional,Ryan,Jacob,(252)486-3304,Closed,,,Telephonic,,2023-01-03,2023-05-06,,,Telephonic,Mccullough,Charles,Associate,
NTT Finance,Solo,Kelly,Emily,550-388-6675,Interested,2021-05-03,,Expo Event,,,,6 Mo,2023-06-09,Telephonic,Howard,Beverly,,
Amazon,Enterprise,Bryant,Jackie,5746586819,,,,In Person,,,,18 Mo,,,Larson,Tammy,Associate,
NTT DOCOMO,Professional,Pollard,Harry,(384)684-1598,No Deal,2004-02-13,,Expo Event,,,,,2023-04-27,In Person,Horton,Tammy,,
HPE,Enterprise,Noble,Kimberly,6583505482,,2020-11-08,UPG,Expo Event,,2023-04-13,,12 Mo,,Telephonic,Wells,Erica,,
Cisco,Professional,Knight,Ryan,(211)276-9394,Follow Up,2019-03-21,UPG,Telephonic,,2023-05-06,2023-01-07,12 Mo,,Telephonic,Thompson,Carrie,Manager,
NTT Communications,Professional,Soto,David,(366)240-0494,No Deal,2020-11-23,,In Person,,2023-05-14,,6 Mo,,In Person,Pierce,Jerome,Manager,
NTT,Enterprise,Russell,Joyce,(295)813-8654,Closed,2003-09-25,RPT,Social Media,,,,,,In Person,Mcclain,Jessica,,
Intel,Enterprise,Roberts,Jonathan,353-737-4663,Follow Up,,RPT,Email,,,,1 Mo,2023-02-05,In Person,Moyer,Meagan,,
NTT Urban Development,Enterprise,Parker,Justin,(775)686-6506,No Deal,,,Email,,,,6 Mo,,,Olson,Tiffany,Associate,
Facebook,Professional,Kennedy,April,8637670208,Closed,2004-04-12,RPT,Social Media,,2023-05-26,2023-05-10,12 Mo,,In Person,Woodard,Elizabeth,Manager,
HPE,Enterprise,Moore,Jeffery,(586)580-4503,Closed,2023-04-25,ADD,Telephonic,,2023-04-01,2023-05-16,12 Mo,,In Person,Walker,Nathaniel,Closer,
Cisco,Professional,Chavez,Jennifer,3239156088,,,NEW,Telephonic,,,2023-01-05,12 Mo,,,Pacheco,Kimberly,,
NTT,Enterprise,Mitchell,Nicole,950-908-8723,Closed,,NEW,Email,2023-04-19,2023-01-09,,,,,Brown,Lauren,Associate,
Apple,Solo,Adams,Paul,(673)873-7622,No Deal,2016-01-15,ADD,Email,,2023-02-03,2023-02-10,18 Mo,,,Mendoza,Taylor,Manager,
Oracle,Enterprise,Bolton,Dawn,(254)689-5047,Follow Up,2006-08-16,RPT,Email,2023-06-24,2023-02-27,,18 Mo,,,Rodriguez,Andrea,Closer,
Salesforce,Enterprise,Riggs,Travis,8504516042,Follow Up,,RPT,Expo Event,,2023-01-25,,,,In Person,Rose,Taylor,,
SAP,Professional,Welch,Dan,466-597-0248,No Deal,2005-07-22,UPG,In Person,2023-05-06,2023-04-29,,1 Mo,2023-05-14,In Person,Hart,Shane,Associate,
VMware,Solo,Sharp,Tina,(759)884-0495,No Deal,,,Email,,,,18 Mo,,,Sanchez,Anna,Manager,
HPE,Solo,Noble,Sydney,4579978476,No Deal,2009-07-05,NEW,Telephonic,,2023-05-19,,1 Mo,2023-05-17,Telephonic,Brown,Sandra,Manager,
NTT Security,Enterprise,Jarvis,Mia,(314)596-6172,No Deal,2008-12-27,RPT,,,,2023-01-08,6 Mo,2023-05-03,Telephonic,Carr,Kevin,Closer,
NTT TechnoCross,Enterprise,Scott,Melissa,2924468663,Closed,2011-06-13,UPG,Email,,2023-02-26,2023-02-18,12 Mo,,Telephonic,Mendez,Katherine,Manager,
Apple,Solo,Frazier,Kelly,679-891-8055,,2010-05-14,ADD,Email,,,,,,Telephonic,Hansen,Sara,Manager,
NEC,Professional,Koch,Erin,(888)258-9890,Closed,2013-06-21,ADD,Social Media,,,2023-02-20,6 Mo,2023-05-04,,Clark,Peter,Associate,
Huawei,Solo,Perez,Robert,3492161498,,,RPT,,,2023-06-06,2023-03-09,18 Mo,2023-03-25,Telephonic,Schaefer,Heather,Manager,
NTT Advanced Technology,Enterprise,Simmons,Tracy,225-418-9621,No Deal,2018-06-08,ADD,Social Media,,,2023-05-10,18 Mo,2023-05-31,In Person,Hobbs,Gabrielle,Manager,
VMware,Enterprise,Smith,James,267-919-1096,,,ADD,In Person,2023-05-20,2023-02-17,,1 Mo,,Telephonic,Harrison,Kelly,Closer,
Google,Professional,Castro,Emily,5887702036,Closed,,UPG,,,2023-05-18,2023-06-07,6 Mo,,,Bates,David,,
NTT Security,Enterprise,Price,James,524-620-3134,,2018-06-27,ADD,Telephonic,,2023-04-06,,12 Mo,,Telephonic,Ortiz,Kelsey,Associate,
HP,Enterprise,Vaughn,Charles,605-576-6375,Closed,,NEW,,,,,6 Mo,,In Person,Shaw,Christopher,Associate,
HPE,Professional,Harris,Steven,363-915-6922,Interested,,NEW,In Person,2023-06-28,2023-04-20,2023-04-16,,2023-03-12,In Person,Vincent,Jaime,,
NEC,Solo,Arnold,Gordon,636-211-4588,Closed,,,Email,,2023-06-11,2023-02-26,18 Mo,,Telephonic,Johnson,Brady,,
NTT Communications,Solo,Cole,Joseph,(209)281-1395,No Deal,,RPT,Telephonic,,2023-03-19,2023-04-17,18 Mo,,In Person,Raymond,Matthew,Manager,
Salesforce,Solo,Thomas,Cheyenne,(846)321-7764,Closed,,RPT,Social Media,,,2023-03-12,1 Mo,,In Person,Tran,Andrew,,
HPE,Solo,Johnson,Christine,6633901852,Follow Up,,ADD,Expo Event,,,2023-02-09,,,Telephonic,Edwards,Gabrielle,Closer,
NEC,Enterprise,Norris,Donald,(907)849-3007,Follow Up,2009-08-31,UPG,Expo Event,,2023-05-26,2023-01-22,12 Mo,,,Lewis,Donald,Associate,
VMware,Solo,Romero,Kathleen,(315)970-5276,,2021-02-04,NEW,Email,,2023-05-31,,6 Mo,,Telephonic,Lowe,Brittney,Closer,
Dell,Professional,Wilson,John,(689)604-3595,,,UPG,,,,2023-05-10,6 Mo,2023-02-15,,Harris,Richard,Closer,
Google,Professional,Andrews,Jose,(357)828-7176,Follow Up,,RPT,Telephonic,2023-02-25,2023-04-12,,6 Mo,,Telephonic,Clark,Kimberly,Closer,
NTT Communications,Professional,Leonard,Mark,3503192134,No Deal,2013-09-20,UPG,Expo Event,,2023-03-18,2023-02-25,,,In Person,Hayes,Jose,Manager,
NTT DATA Business Solutions,Professional,Charles,Kimberly,(261)208-1850,Closed,2012-06-03,ADD,Telephonic,,2023-05-11,2023-02-12,1 Mo,2023-01-27,,Garcia,Abigail,Closer,
NTT Communications,Solo,Jordan,Cindy,533-233-7796,No Deal,,ADD,Telephonic,,2023-02-21,,,,Telephonic,Smith,Jeffrey,Associate,
SAP,Enterprise,Park,Frank,5633759266,,2011-07-16,NEW,Email,,,2023-05-22,,2023-04-27,Telephonic,Hamilton,Robert,Manager,
Oracle,Professional,Valdez,Christian,(488)779-8086,Closed,2019-11-08,NEW,Expo Event,2023-04-08,2023-02-06,,1 Mo,,,Wallace,Catherine,,
SAP,Professional,Cooper,Eric,(928)950-2978,No Deal,2017-12-17,RPT,In Person,2023-05-04,,2023-03-12,12 Mo,,In Person,Dawson,Jacqueline,Manager,
Facebook,Solo,Harper,Bobby,(495)451-7602,Interested,,,In Person,2023-03-11,2023-04-07,,1 Mo,2023-01-08,In Person,Benton,Samantha,Manager,
NTT Communications,Enterprise,Rodriguez,Jose,(780)830-8928,,,ADD,Email,,,2023-02-14,6 Mo,,,Vazquez,Heather,Associate,
Cisco,Solo,Bowers,Jacob,6164548972,,,ADD,Social Media,,2023-01-10,,18 Mo,,In Person,Moore,William,,
NTT,Solo,Willis,Douglas,942-606-7163,Interested,2004-03-06,UPG,Expo Event,,,,12 Mo,,In Person,Matthews,Lindsay,Closer,
NTT,Professional,Smith,Michael,818-551-1076,Follow Up,,ADD,Email,,,,6 Mo,,,Miller,Natalie,Manager,
NEC,Enterprise,Fields,Jesus,(263)574-0131,No Deal,,RPT,Social Media,,2023-02-02,,12 Mo,,Telephonic,Gomez,Jessica,,
Adobe,Solo,Wells,Jason,4287381935,Interested,2022-03-17,NEW,Email,,2023-06-28,2023-05-26,1 Mo,2023-02-04,Telephonic,Johnson,Robin,,
Salesforce,Enterprise,Hamilton,Anne,472-795-9385,,,RPT,Expo Event,,2023-05-06,2023-01-18,6 Mo,,In Person,Dixon,Ruth,Manager,
NTT Communications,Solo,Crawford,Krystal,(696)753-4297,No Deal,,ADD,Social Media,,2023-06-02,2023-04-16,18 Mo,,Telephonic,Bell,Anthony,Associate,
Huawei,Professional,Robinson,Linda,863-531-1290,Follow Up,2022-07-05,UPG,In Person,,2023-01-11,,6 Mo,,Telephonic,Ochoa,Hannah,Closer,
NTT Security,Solo,Meza,Thomas,9195842467,,2012-05-09,ADD,,,,,6 Mo,,,Bright,Donald,,
NTT Advanced Technology,Professional,Martin,Sean,589-259-3855,Interested,2019-02-10,NEW,Expo Event,,2023-02-11,,1 Mo,,Telephonic,Sanchez,Audrey,Closer,
Google,Solo,Bennett,Alexis,306-660-7046,Closed,2013-03-17,ADD,Expo Event,2023-06-01,2023-05-04,2023-06-22,12 Mo,,,Richards,Juan,Closer,
NTT Urban Development,Professional,Simpson,James,393-582-7754,Interested,,ADD,Expo Event,,2023-06-07,,,,Telephonic,Gallagher,Thomas,,
SAP,Solo,Barrett,Ronald,(744)376-7675,,,,,,2023-01-06,,6 Mo,,,Caldwell,Julie,,
Google,Enterprise,Daniel,Briana,6916482716,No Deal,2016-04-04,UPG,Social Media,2023-03-07,2023-02-15,2023-06-09,18 Mo,,,Mitchell,Dominique,Manager,
NTT,Professional,Downs,William,9407288299,Follow Up,2003-02-24,,Social Media,,2023-06-09,,18 Mo,,Telephonic,Johnson,Lisa,,
NTT DOCOMO,Professional,Best,Carol,(840)254-1224,No Deal,2015-09-05,RPT,Email,,2023-03-23,,6 Mo,,In Person,Powell,Jennifer,Manager,
SAP,Enterprise,Foster,Stephanie,(741)659-5379,Interested,2007-03-26,ADD,,2023-02-17,2023-03-31,2023-04-14,1 Mo,2023-04-19,,White,Amanda,Closer,
NTT Security,Solo,Webb,Ashley,888-321-9779,,2010-05-27,RPT,Social Media,,2023-03-30,2023-04-11,18 Mo,,,Bradley,Ashley,,
NTT Finance,Solo,Brown,Richard,9842848716,Interested,,RPT,Social Media,,2023-06-03,,,,Telephonic,Martin,Cynthia,Closer,
Cisco,Enterprise,Bryant,Daniel,7046581385,Follow Up,2018-05-23,NEW,In Person,,,2023-03-29,12 Mo,,In Person,Richardson,Judy,Closer,
NTT Finance,Solo,Haynes,Charles,(834)247-8263,Closed,2016-12-12,ADD,Telephonic,,,,18 Mo,,,Walker,Amy,Closer,
NTT Communications,Solo,George,Johnny,776-229-1349,Closed,,ADD,,,2023-03-03,,1 Mo,,Telephonic,Bennett,Lisa,Closer,
NTT Finance,Enterprise,Bruce,William,3564774606,Interested,,RPT,Social Media,2023-06-15,2023-06-26,2023-05-15,12 Mo,,Telephonic,Hoover,Gabriel,Manager,
NTT Advanced Technology,Enterprise,Maxwell,Raymond,392-840-9466,No Deal,2022-08-17,ADD,Expo Event,2023-04-12,,,1 Mo,,Telephonic,Lang,Karen,,
Adobe,Enterprise,Kaiser,Martin,(494)681-8729,Interested,,ADD,Telephonic,,,2023-01-21,18 Mo,,In Person,Frost,Lisa,,
NTT Advanced Technology,Enterprise,Williams,Natalie,(207)976-4156,Interested,,UPG,In Person,,,,1 Mo,,Telephonic,Garcia,Christopher,Closer,
Intel,Solo,Benton,Sara,829-754-7227,,,NEW,,,2023-05-01,,,2023-05-20,In Person,Cruz,Victor,Closer,
VMware,Solo,Meyer,Daniel,235-923-5182,Interested,,NEW,,,2023-02-04,2023-05-06,1 Mo,,In Person,Hoffman,Kenneth,Manager,
IBM,Solo,Rosales,Robin,7265744730,Interested,,RPT,Email,,2023-01-12,2023-05-15,12 Mo,,In Person,Welch,John,,
Dell,Enterprise,Alexander,Kimberly,(355)987-9513,Follow Up,2022-03-06,RPT,Social Media,,2023-05-28,,6 Mo,,In Person,Bryant,Rachael,,
NTT,Solo,Hill,Shannon,(895)839-2772,Closed,2012-03-11,UPG,Telephonic,2023-02-05,2023-03-28,2023-04-17,,,In Person,Patterson,Bonnie,,
NTT Urban Development,Enterprise,Powell,Angela,(668)614-4874,Interested,,,Expo Event,,,,18 Mo,,,Rodriguez,Lisa,Closer,
NTT Advanced Technology,Professional,Edwards,Mary,244-905-4305,Interested,2004-02-21,RPT,,2023-03-10,2023-04-23,,1 Mo,2023-03-14,Telephonic,Munoz,Linda,Manager,
NEC,Enterprise,Harris,Wayne,(246)413-3520,No Deal,,NEW,,,2023-05-26,,12 Mo,,Telephonic,Young,Robert,,
Facebook,Enterprise,Lopez,Jacob,5782860272,,2005-10-02,NEW,Telephonic,,2023-02-27,2023-03-30,6 Mo,,Telephonic,Rivera,Rhonda,Manager,
NTT DOCOMO,Enterprise,Walsh,William,2902016591,No Deal,,,Social Media,,2023-02-05,2023-02-17,6 Mo,2023-02-10,Telephonic,Murphy,Kaitlin,Closer,
HPE,Solo,Flowers,Heather,7959324732,No Deal,2013-07-29,,,2023-03-08,2023-02-13,,6 Mo,,,Hampton,Deanna,Associate,
NTT Advanced Technology,Enterprise,Garcia,Colleen,511-996-8589,Closed,2014-10-31,,Email,,,,12 Mo,,Telephonic,Reynolds,Sarah,Associate,
Adobe,Professional,Brown,Tracy,330-496-8890,,2021-05-29,NEW,Expo Event,2023-01-29,,,,,In Person,Abbott,Lauren,,
NTT Security,Enterprise,Jimenez,Zachary,(522)274-8003,Interested,2013-09-24,,Email,2023-03-22,2023-05-04,,12 Mo,2023-05-02,,Beltran,Jacob,Associate,
NTT,Enterprise,Miller,Joy,301-909-0775,,2005-05-13,,Expo Event,2023-04-19,2023-03-05,,6 Mo,2023-06-17,,Walker,Lisa,Manager,
HP,Enterprise,Taylor,Joshua,(503)884-6531,Follow Up,,UPG,Expo Event,,,2023-03-01,,,,Hines,Jessica,Manager,
NTT Advanced Technology,Solo,Davies,David,391-356-8017,Follow Up,2018-08-18,UPG,,,2023-01-22,,18 Mo,,Telephonic,Gates,Tiffany,Manager,
Cisco,Professional,Estrada,Wesley,(696)775-0167,Follow Up,2017-12-19,NEW,Social Media,,,2023-05-15,18 Mo,,Telephonic,Smith,Cassandra,Manager,
HPE,Professional,Walton,Joy,4599176501,No Deal,2023-06-06,ADD,Social Media,,2023-03-01,,6 Mo,,Telephonic,Wilson,Steven,,
NTT Communications,Solo,Rodriguez,Daniel,(223)680-6544,Follow Up,2009-11-12,ADD,Telephonic,2023-03-05,2023-01-24,2023-05-30,18 Mo,,Telephonic,Green,Alexis,Closer,
Apple,Enterprise,Serrano,Ruth,2573670998,No Deal,2017-11-17,UPG,Social Media,,2023-05-31,2023-01-28,12 Mo,,,Weaver,Dawn,Manager,
NTT Security,Enterprise,Baker,Juan,(339)685-9915,No Deal,2022-05-12,NEW,Expo Event,2023-03-16,2023-05-13,2023-05-05,6 Mo,,In Person,Mccormick,Jessica,Associate,
NTT Communications,Professional,Sims,Jon,5039182372,Interested,2011-08-03,RPT,In Person,,2023-06-21,2023-01-04,,2023-06-07,Telephonic,Lewis,Jessica,Associate,
Huawei,Enterprise,Carpenter,Steve,6406750334,,,RPT,Social Media,,2023-05-23,,,,In Person,Cook,Cindy,,
Amazon,Solo,Matthews,Matthew,2608064394,Follow Up,2017-07-26,,Telephonic,2023-05-11,2023-05-31,,18 Mo,,,Doyle,Lisa,,
NEC,Solo,Hall,David,(491)239-0283,Follow Up,,UPG,Expo Event,2023-01-22,2023-06-14,,6 Mo,,Telephonic,Delgado,Taylor,Closer,
Amazon,Solo,Gibson,Dennis,(766)210-7657,Interested,,,,,,,18 Mo,,In Person,Stephens,Tammy,Associate,
NTT Finance,Professional,Griffith,Patrick,(773)400-2069,Interested,2004-09-01,NEW,Telephonic,,,2023-02-14,12 Mo,2023-01-22,,Rose,Laura,Associate,
NTT DOCOMO,Enterprise,Gilbert,Kevin,(238)554-8214,Interested,,NEW,Email,,2023-04-05,,6 Mo,,Telephonic,Smith,Catherine,,
HP,Professional,Spears,Megan,(773)203-6071,Follow Up,2011-05-14,,Social Media,,2023-01-30,,,,In Person,Beard,Annette,Manager,
NTT Finance,Professional,Pratt,Jonathan,6127793663,,2007-08-04,NEW,Email,,2023-05-02,,6 Mo,,In Person,Lewis,Latoya,Manager,
IBM,Enterprise,Barber,Kyle,318-431-0292,No Deal,2015-02-18,UPG,Telephonic,,2023-06-05,,1 Mo,,,Grant,Ryan,Closer,
Oracle,Solo,Cole,Paul,3073393162,No Deal,2013-05-18,UPG,Expo Event,2023-02-27,2023-01-02,,,,Telephonic,Lopez,Ronald,Associate,
SAP,Enterprise,Johnston,John,7773405609,No Deal,2010-09-06,ADD,,,2023-01-22,,12 Mo,,Telephonic,Moore,Teresa,Closer,
SAP,Professional,Johnson,Lindsey,(673)825-3118,Closed,,RPT,Expo Event,,,,6 Mo,2023-01-03,In Person,Evans,John,Closer,
NTT Communications,Professional,Gray,Beth,(259)732-0233,Closed,2013-07-19,NEW,Email,,2023-06-16,,6 Mo,,,Kennedy,Patricia,Manager,
Amazon,Enterprise,Thompson,Jack,4475461187,Interested,,UPG,Telephonic,2023-05-30,,2023-04-16,1 Mo,,,Zhang,Vanessa,Associate,
NTT Security,Enterprise,Garcia,Brittany,9569101749,Closed,2002-10-31,,Telephonic,,,,18 Mo,2023-04-17,Telephonic,Paul,Janet,Associate,
Huawei,Professional,Martin,Kathryn,969-937-1839,,2009-12-11,NEW,,,2023-01-29,,18 Mo,,Telephonic,Reid,April,Closer,
Salesforce,Enterprise,Abbott,Heather,4398601467,No Deal,,RPT,Social Media,,,,12 Mo,,In Person,Baker,Kelly,Manager,
HPE,Solo,Lee,Morgan,9514080577,,,,Expo Event,,2023-01-19,,1 Mo,2023-03-25,Telephonic,Armstrong,Debra,Associate,
Salesforce,Solo,Perry,Donna,842-757-7547,No Deal,2013-07-24,RPT,Telephonic,,2023-05-15,,,,In Person,Richards,Ian,Closer,
HPE,Professional,Peterson,Michael,(751)976-9374,Closed,,RPT,In Person,2023-04-22,,2023-02-22,12 Mo,,,Lawrence,Hannah,Manager,
NTT Communications,Solo,Johnson,Christine,(890)979-5321,No Deal,,UPG,Telephonic,,,,1 Mo,,Telephonic,Johnson,Heather,,
SAP,Professional,Cruz,Paul,(245)755-2899,,2014-06-04,NEW,Telephonic,,2023-01-09,,6 Mo,,,George,Jaclyn,Manager,
NTT Finance,Professional,Morton,Stacey,790-304-5821,Follow Up,,ADD,In Person,2023-05-15,,2023-02-19,12 Mo,2023-03-04,In Person,Johnson,Monica,Associate,
Amazon,Professional,Nelson,Melissa,(689)318-8534,,,ADD,Social Media,,2023-01-07,,12 Mo,,,Donovan,Roy,Manager,
Salesforce,Professional,Crawford,Vanessa,(628)775-3840,No Deal,2009-08-08,UPG,,,,2023-04-22,12 Mo,,In Person,Smith,Patrick,Manager,
SAP,Enterprise,Delgado,Steven,(333)547-0225,Interested,2013-06-16,,,,2023-04-07,2023-01-03,12 Mo,,In Person,Rodriguez,Rachel,Associate,
Huawei,Solo,Ferguson,Audrey,(658)836-9493,,,RPT,Social Media,,,2023-03-08,18 Mo,2023-06-11,Telephonic,Henderson,Christine,Closer,
Oracle,Solo,Brown,Kevin,8708129570,No Deal,,ADD,,,2023-04-15,,1 Mo,,Telephonic,Turner,Joan,Closer,
Facebook,Enterprise,Martin,Sherry,5697712434,,2003-03-23,RPT,Social Media,,2023-03-25,,,,,Hoffman,Susan,Closer,
Cisco,Professional,Padilla,Michael,325-344-8924,,2015-08-28,,,,2023-02-28,,12 Mo,,Telephonic,Gutierrez,Tiffany,Manager,
NTT TechnoCross,Professional,Everett,Brandon,931-530-4009,Follow Up,2022-10-23,UPG,Telephonic,,,,,,In Person,Nelson,Candice,,
Huawei,Solo,Bentley,Charles,(338)482-5595,Interested,,UPG,Telephonic,,2023-06-23,,12 Mo,,,Bradley,Michael,,
NTT Urban Development,Professional,Parker,David,(620)562-6531,No Deal,2004-07-23,NEW,Email,,2023-05-25,2023-05-02,18 Mo,,Telephonic,Lewis,Amy,,
NTT,Professional,Reynolds,Erin,7883121048,Follow Up,,ADD,Email,,2023-05-26,2023-05-22,12 Mo,,In Person,Brown,Amanda,Associate,
HP,Enterprise,Powell,Nicholas,901-522-2128,Follow Up,2018-02-01,UPG,Expo Event,,2023-01-04,2023-03-11,12 Mo,,Telephonic,Davis,Elizabeth,Manager,
Microsoft,Professional,Grant,Holly,(216)432-5127,,2018-03-09,RPT,Telephonic,,,,,,In Person,Bartlett,Jared,Associate,
